ANNOSCOLASTICO,CODICESCUOLA,CODICEEDIFICIO,CONTESTOSENZADISTURBI,VICINANZADISCARICA,VICINANZAINDUSTRIEINQUINANTI,VICINANZAACQUEINQUINANTI,VICINANZAFONTIINQUINAMENTOATMOSFERICO,VICINANZAFONTIINQUINAMENTOACUSTICO,VICINANZASORGENTIRADIAZIONIELETTROMAGNETICHE,VICINANZACIMITERI,VICINANZAALTRIDISTURBI,CRITICITASPECIFICHEAREASCOLASTICA,ASSENZAPIAZZOLAADEGUATA,AREANONRECINTATA,PRESENZAGRANDETRAFFICO,PRESENZATRANSITOFERROVIARIO,PREESISTENZEINDUSTRIALIABBANDONATE,ZONAURBANADEGRADATA,VICINANZAINDUSTRIEARISCHIO,ALTRECRITICITASPECIFICHE
202223,ENIC82800C,0860061202,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,UDEE85501A,0300790002,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,FGRI021011,0710470139,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,SI,NO,NO,NO,NO,SI,NO,_
202223,PAAA825024,0820681928,SI,NO,NO,NO,NO,NO,SI,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,SAEE07407A,0650671059,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,VAEE82107P,0120650389,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,LEAA8AP051,0750780184,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,MIMM8FC01G,0151893210,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,SAAA8AP06V,0650961467,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,SI,NO,NO,NO,NO,NO,_
202223,VERH03000V,0270123869,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BSRA007018,0170681069,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,SI,NO,NO,NO,RECINZIONE FACILMENTE ELUDIBILE
202223,BAAA17705Q,0720460623,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,NAEE8FX01D,0630850002,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,_
202223,FGMM863018,0710290339,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,SI,NO,NO,NO,NO,NO,NO,_
202223,ROAA81702T,0290291752,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BAEE168012,0720430267,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,SAEE8A401B,0650022062,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,_
202223,ROMM803024,0290091812,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,RMTL039013,0580911684,SI,NO,NO,NO,SI,SI,NO,NO,_,SI,SI,SI,SI,NO,NO,NO,NO,_
202223,PZMM85504G,0760810559,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,MIEE8E401T,0150701506,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PDEE85601Q,0280481805,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,ALTF080003,0060390019,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,SI,NO,NO,NO,NO,NO,NO,_
202223,MEEE899058,0830053871,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,SI,SI,NO,NO,NO,NO,NO,_
202223,NUEE83203R,0910021486,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,RCEE84603A,0800030460,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,_
202223,PVEE82502L,0181102545,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,KREE83201E,1010171483,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BRTD011514,0740101664,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PDEE89403L,0280340810,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,SREE85101C,0890160002,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,VAIC865004,0120390347,SI,NO,NO,NO,SI,SI,NO,NO,Vicinanza aeroporto Malpensa,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,FRAA82006C,0600180968,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CZAA82901E,0790690545,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,IMEE801024,0080260073,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,AGEE850013,0840274797,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,SSEE027036,0900470076,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,0
202223,AQSD01801L,0660490352,SI,NO,NO,NO,NO,SI,NO,NO,Diita Spurghi pozzi neri,SI,NO,NO,SI,NO,NO,NO,NO,_
202223,VTAA833027,0560590137,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,VEEE855012,0270060603,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,UDIC84600D,0300040001,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,TOMM886018,0011270004,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,RMEE8C4015,0580070666,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PZMM827029,0760370837,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PARH00402E,0820214870,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,VAEE83402G,0121380302,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PZRH02802C,0760480527,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,FRMM828012,0600140461,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,NAIC8FM00X,0630492115,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,_
202223,AGMM855015,0840010091,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CRPC013018,0190353182,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PDEE88605Q,0280603672,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,TOTD050507,0010130008,SI,NO,NO,NO,NO,SI,SI,SI,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,MBMM8AM01G,1080121178,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,SI,NO,NO,NO,NO,NO,NO,_
202223,TREE82102P,0550080165,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,_
202223,RNAA812011,0990240077,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,AGIC818005,0840361151,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PZAA878099,0760280397,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,SI,NO,NO,NO,NO,NO,NO,_
202223,GETA01201X,0100250402,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CERI03202B,0610220120,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BAEE89301R,1100010375,SI,NO,NO,NO,NO,SI,NO,NO,_,SI,NO,NO,SI,NO,NO,NO,NO,_
202223,FIEE875029,0480040012,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,TPEE02701C,0810061989,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,VIEE864036,0240212470,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,TEPC030005,0670370467,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,RMRH07000D,0580911498,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,RMAA8DF016,0580071179,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PVAA800012,0181431582,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,RCAA826108,0800251234,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,TPMM81701Q,0810112774,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,RIIS00600C,0570590226,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,SI,NO,NO,NO,NO,_
202223,CSEE84106Q,0780520705,SI,NO,NO,NO,NO,SI,SI,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,RMEE8B0028,0580910079,SI,NO,NO,NO,SI,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,TVMM817038,0260781396,SI,NO,NO,NO,NO,NO,SI,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,MOEE83001E,0360400223,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,_
202223,MTAA82501G,0770140008,SI,NO,NO,NO,NO,SI,NO,NO,_,NO,SI,SI,NO,NO,NO,NO,NO,non è dotata di spaziom a verde
202223,ATAA80403T,0051150001,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,VTTD01452R,0560590234,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,SI,NO,NO,NO,NO,_
202223,SAAA8A206Q,0650431666,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,_
202223,FGIC863007,0710290339,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,SI,NO,NO,NO,NO,NO,NO,_
202223,RIAA82505P,0570530060,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,NOAA81402Q,0030370001,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,TVMM825015,0260221527,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,NAPS06301P,0630660017,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,SI,NO,NO,NO,NO,NO,NO,_
202223,MTEE824022,0770140002,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,SI,NO,SI,NO,NO,NO,NO,_
202223,MORC003017,0360050360,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CTMM880017,0870152814,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,ENRH00801G,0860072132,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,NARH04101G,0630830015,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BSEE823014,0170660659,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,FIEE84801X,0480170004,SI,NO,NO,NO,SI,SI,NO,NO,_,SI,SI,NO,SI,NO,NO,NO,NO,_
202223,BGAA83502N,0160531231,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CTPS10000Q,0870412890,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,AO1E013030,0070201100,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BSMM80301T,0170853001,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,POEE818036,1000050051,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CRAA817022,0191020070,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,VEMM86001C,0270382460,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,MIIS003003,0150021486,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CAMM8AE01B,0920680550,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,SI,NO,NO,NO,NO,NO,NO,_
202223,MERI02301L,0830663162,SI,NO,NO,SI,NO,NO,NO,NO,_,SI,NO,SI,NO,NO,NO,NO,NO,_
202223,CHMM80602R,0690010344,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,TAEE840022,0730270127,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BSMM82502Q,0171640988,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CRRI011011,0190351578,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CEIC87900Q,0610272081,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,FREE860053,0600380131,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,SI,NO,NO,NO,NO,NO,_
202223,CHAA809035,0690910140,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,MIIC8C400E,0151460382,SI,NO,NO,NO,SI,SI,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,_
202223,APIC838006,1090240283,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,TRAA82005R,0550220053,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,TOAA84604R,0012220001,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,NAAA103017,0630020084,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PCTF004013,0330210499,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,AQMM84001T,0660060158,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,SI,SI,NO,NO,NO,NO,NO,_
202223,MSEE816053,0450070007,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,_
202223,FIMM81301X,0480170347,SI,NO,NO,NO,NO,SI,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,FREE851025,0600740227,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CLIC830004,0850044398,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CSEE851048,0780530252,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,VREE87703L,0230912172,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CSAA878032,0781420996,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,VEMM825037,0270180641,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,REPS00401X,0350270306,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,RIAA82503L,0570530059,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,_
202223,ANAA83002V,0420210107,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,VRPS01601G,0230763096,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,NAAA8BV016,0630491616,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,_
202223,CLMM830015,0850044395,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,NUTA014013,0910511131,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,SI,NO,NO,NO,NO,NO,NO,_
202223,FOAA80201E,0400040300,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BAMM818012,0720061188,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,MOTF01851X,0360232809,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CNEE806054,0041140002,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,MOAA845024,0360230586,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PAMM8A601C,0820702169,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CNMM818015,0042230003,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BNPM003015,0620431427,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,FGEE06001V,0710360865,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BGEE89401N,0161280277,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,MERC02401Q,0830603901,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BSEE886028,0170290383,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PGPS00401R,0540120616,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PNIS00400G,0930440006,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,MOAA823038,0360050588,SI,NO,NO,NO,SI,SI,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,MNTF00701B,0200660321,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BLEE82501T,0250500968,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,NAAA855012,0630810816,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,LETD048023,0750210625,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,_
202223,BAAA85501R,0720290443,SI,NO,NO,NO,SI,SI,NO,NO,_,SI,SI,SI,SI,NO,NO,NO,NO,_
202223,ALMM80602G,0060290001,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,COMM83301X,0132282000,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,SVMM80801A,0090340123,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BRMM80701N,0740060240,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CZEE814056,0790330263,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,SI,NO,NO,NO,NO,SI,NO,_
202223,MCMM81101A,0430120760,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,ATEE80807E,0050300001,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,SI,NO,NO,NO,NO,NO,_
202223,MIEE8F302N,0151660002,SI,NO,NO,NO,SI,SI,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,VEEE81603D,0270020628,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,AVEE86801E,0640210321,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PAIC8A2004,0820534733,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,SI,SI,NO,NO,NO,NO,NO,_
202223,PGAA032029,0540180136,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,_
202223,BGIC82200N,0160110494,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BGEE85001X,0161150406,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,MIMM824011,0151461090,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,VREE83402N,0230431425,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PGTF02801B,0540130662,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,VIEE828044,0241112273,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BSTD01602A,0170960228,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BAAA8AA013,1100021195,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,TAEE80402V,0730240199,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,VIAA85902C,0240910541,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,LUTD00701D,0460265010,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,SI,NO,NO,NO,NO,_
202223,VIMM814034,0240752897,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,TATD03601N,0730130608,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,LEMM85601G,0750930578,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,TAMM81202R,0730230951,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CNTF01401D,0042400005,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PGRI03401T,0540240551,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,RMEE8EW023,0580910525,SI,NO,SI,NO,NO,NO,SI,NO,_,SI,NO,NO,NO,NO,NO,SI,NO,_
202223,NUPS018033,0910851161,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,SI,NO,NO,NO,NO,NO,_
202223,FIEE85101Q,0480170340,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PVRC01201E,0181101228,SI,SI,NO,NO,NO,SI,NO,SI,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BOAA82801B,0370460001,NO,NO,NO,NO,NO,NO,NO,NO,relativa vicinanza con la S.S. nr. 9 Via Emilia,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BGMM868014,0161870579,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CNPS02201A,0041790004,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CTEE81904G,0870041252,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,SI,NO,NO,NO,NO,NO,NO,_
202223,SRRC004519,0890171415,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CSTF06601D,0781570527,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,RMIC8BN00L,0580911072,SI,NO,NO,NO,NO,NO,SI,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,_
202223,MIIC8FD00A,0151751047,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,SI,NO,NO,NO,NO,NO,NO,_
202223,CAEE84504B,1110150773,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,GOTD00851L,0310070047,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,LIPC007014,0490090011,SI,NO,NO,NO,NO,SI,NO,NO,TRAFFICO,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,LCEE81302E,0970250011,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,ORAA81202R,0950740040,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PGAA06007P,0540520191,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CTAA8AH01B,0870151527,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,SI,NO,NO,NO,NO,_
202223,MIEE8C502D,0151460394,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,SI,NO,NO,NO,NO,NO,NO,_
