ANNOSCOLASTICO,CODICESCUOLA,CODICEEDIFICIO,CONTESTOSENZADISTURBI,VICINANZADISCARICA,VICINANZAINDUSTRIEINQUINANTI,VICINANZAACQUEINQUINANTI,VICINANZAFONTIINQUINAMENTOATMOSFERICO,VICINANZAFONTIINQUINAMENTOACUSTICO,VICINANZASORGENTIRADIAZIONIELETTROMAGNETICHE,VICINANZACIMITERI,VICINANZAALTRIDISTURBI,CRITICITASPECIFICHEAREASCOLASTICA,ASSENZAPIAZZOLAADEGUATA,AREANONRECINTATA,PRESENZAGRANDETRAFFICO,PRESENZATRANSITOFERROVIARIO,PREESISTENZEINDUSTRIALIABBANDONATE,ZONAURBANADEGRADATA,VICINANZAINDUSTRIEARISCHIO,ALTRECRITICITASPECIFICHE
202223,BNAA826046,0620560002,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,SI,SI,NO,NO,NO,SI,NO,_
202223,MIMM849019,0151811621,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BRAA82702Q,0740080082,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,FOEE01803C,0400070167,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BAIS06100B,0720060778,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CZIC82300P,0790610190,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,TEEE84402Q,0670250083,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,NAEE8AK03Q,0630720005,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,COEE809047,0130260174,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,TOEE82003R,0012720307,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,VVMM83503P,1020411000,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,SI,NO,NO,NO,NO,NO,_
202223,MIEE853023,0151540574,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BREE03201C,0740101711,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,AVAA86702E,0640251852,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,_
202223,TPEE822018,0810124604,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CZEE864057,0791600244,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,IMPS00102L,0080080298,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,COPS02000A,0130950535,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BSEE816011,0170290484,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,SI,NO,SI,NO,NO,NO,NO,_
202223,FGRH06051D,0710290405,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,_
202223,BATA024018,0720030771,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CLCT70200R,0850124879,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,VEMM85001T,0270082383,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,VIIC82800V,0241113379,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,TPTH01801P,0810210775,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,COMM84101V,0131360485,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BGAA867014,0161780689,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CHEE07203V,0690990175,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CHAA80705G,0690840075,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CREE826022,0190350003,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CTIC8A000X,0870172240,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,_
202223,AGCT711007,0840411605,SI,NO,NO,NO,NO,SI,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,RMIS03900A,0580911684,SI,NO,NO,NO,SI,SI,NO,NO,_,SI,SI,SI,SI,NO,NO,NO,NO,_
202223,MSIC80900N,0450030023,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,ALAA810056,0060920001,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,VRAA87702A,0230911949,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CNIC809009,0040280004,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CATL031015,0920090656,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,RMIC84400N,0580910934,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,MTTD01601A,0770030888,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,MIAA8E8021,0150020796,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,TVTF01101V,0260493757,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,LEAA88905V,0750840197,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,ENAA823016,0860042803,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,CABINA ENEL ALL`INTERNO DELL`AREA SCOLASTICA
202223,CLMM82001E,0850180506,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BRMM813011,0740010224,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,ORAA803011,0950451658,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,SI,NO,NO,NO,NO,NO,NO,_
202223,BNAA848021,0620590002,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,SI,SI,NO,NO,NO,NO,NO,_
202223,MTMM83502B,0770030374,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CAEE038049,0920030982,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,MSAA80802Q,0450030002,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,MORI022019,0360231805,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,VEEE827063,0270423484,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,SSEE84901X,0900640020,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BIIC801009,0960160001,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,ENIC816006,0860163140,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BOEE85202E,0370060149,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,SI,NO,NO,NO,NO,NO,NO,_
202223,BAEE870014,0720330234,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PDTF007015,0280554264,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CEAA88701G,0610171253,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,GEMM83501N,0100250308,SI,NO,NO,NO,NO,SI,NO,NO,_,SI,NO,NO,SI,SI,NO,NO,NO,_
202223,FGMM148003,0710511911,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BGIS041007,0161901060,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CSTL06601N,0781571105,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,VRIC86100V,0230811046,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BAPS07000G,0720230676,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PDEE82805Q,0280630844,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BLTD00601R,0250193982,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,NARA09601G,0630490863,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,SSMM82503C,0900470295,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,0
202223,AVMM849025,0640370001,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,TEAA840016,0670470097,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,SSEE83603X,0900330209,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,TAAA01302D,0730270016,SI,NO,NO,NO,SI,NO,NO,NO,_,SI,NO,NO,NO,NO,SI,NO,NO,_
202223,BNEE83303D,0620170002,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,MIAA8GF01D,0150320189,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,SVEE809028,0090520072,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,TPEE81803P,0810044321,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CAAA844017,0921080775,NO,NO,NO,SI,NO,SI,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PDMM882017,0280603692,SI,NO,NO,NO,NO,NO,SI,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,RNMM80101P,0990170404,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PNAA827011,0930170005,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,ISEE82601L,0940220001,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,VREE81301G,0230151409,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PDTD00701V,0280554263,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,SI,NO,NO,NO,NO,NO,_
202223,MIAA8B003G,0152420185,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PAPM04000V,0820534646,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CEEE8AU024,0610480386,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,GREE830039,0530110398,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,SI,NO,NO,NO,NO,NO,NO,_
202223,ARMM813014,0510020002,SI,NO,NO,NO,NO,SI,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,RMAA22101L,0581181112,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,FGEE84203A,0710280068,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PAEE8A002G,0820534512,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,AREE81101D,0510260009,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,RMIC8BD00C,0581100981,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PZEE828015,0760700717,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,SI,NO,NO,NO,NO,NO,_
202223,TOPS06101D,0012720271,SI,NO,NO,NO,NO,SI,NO,NO,_,SI,SI,NO,SI,SI,SI,NO,NO,_
202223,TOEE836029,0011680004,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CNAA86301V,0040290009,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BLEE810014,0250050904,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,SI,NO,NO,NO,NO,_
202223,SPEE808022,0110130148,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,NAAA8D7024,0630600027,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PIEE840047,0500080018,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,MOIC845006,0360232012,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,LIEE81501N,0490091044,SI,NO,NO,NO,NO,SI,NO,NO,TRAFFICO,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,RMMM8C701G,0580070670,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PGMM82203V,0540460600,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,SI,NO,NO,NO,NO,NO,_
202223,APMM82901C,0440070252,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,IMRC002508,0080310164,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,SSRH01802G,0900031174,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,SI,SI,NO,NO,NO,NO,NO,0
202223,MEEE82503L,0830053802,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,FGVC01000C,0710280228,SI,SI,NO,NO,SI,SI,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,_
202223,CEAA84502E,0610051911,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,_
202223,LCTD00101G,0970482055,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,MEEE88506B,0830503707,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BAAA8AE01A,0720060338,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CAAA86301L,1110620570,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,LEAA81703V,0750400111,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CSPS053019,0781421121,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PIEE833022,0500260003,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CTEE89104T,0870372930,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,SAAA85503E,0650090001,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,_
202223,LCEE81803P,0970481847,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BOEE81901T,0370500862,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,ROEE811035,0290492612,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BLMM81302G,0250023418,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,AOIP017000,0070527000,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,ATMM81501A,0050580003,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,VTEE80404E,0560430175,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CSMM8AF01R,0780290486,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PSMM837013,0410670516,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,FGEE84602L,0710200913,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,POAA808029,1000050050,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,SAEE887026,0650030799,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,SI,NO,NO,NO,NO,NO,_
202223,MEAA891018,0830990754,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,TOEE86804V,0010890001,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BREE83101G,0740080189,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,MCEE83004X,0430280140,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,IMEE814026,0080550106,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,ALAA830017,0061140015,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,AGSD00801G,0840411629,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,SAAA8B3033,0650731815,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,SI,NO,NO,NO,NO,NO,NO,_
202223,PZMM88801Q,0760630885,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,_,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,_
202223,PEAA807076,0680420180,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,VRTL010518,0230913912,SI,NO,NO,NO,NO,SI,NO,NO,_,SI,NO,NO,SI,NO,NO,NO,NO,_
202223,TAAA82503Q,0730070050,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,SI,NO,NO,NO,NO,NO,NO,_
202223,PIAA84002X,0500080005,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,VARI019016,0120420447,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,SI,NO,NO,NO,NO,_
202223,TOSD02601L,0010660009,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,SI,NO,NO,NO,NO,NO,NO,_
202223,TOAA849048,0012660003,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,SOAA815044,0140290019,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PDEE897023,0280862083,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PTAA810034,0470140501,SI,NO,NO,NO,SI,NO,NO,NO,in prossimità di vivai,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,MEAA842013,0830643878,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,AVEE837064,0641170618,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PGEE86602L,0540390258,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,LTMM82801N,0590320357,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,FGMM82501D,0710270332,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,AGEE83103Q,0840174149,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,MCAA82705X,0430230003,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,TAIC866003,0730270136,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BAEE846028,0720060013,SI,NO,NO,NO,NO,SI,NO,NO,_,SI,SI,NO,NO,NO,NO,NO,NO,_
202223,SAMM809042,0650210001,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,MBEE8CM01T,1080530625,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,FOTD010002,0400120459,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,RMSL070502,0580911553,SI,NO,NO,NO,SI,SI,NO,NO,_,SI,SI,NO,SI,NO,NO,NO,NO,_
202223,RCAA85502V,0800960220,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PVAA81401X,0180041588,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,TOAA89201B,0010630009,SI,NO,NO,NO,NO,SI,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PAEE8AX019,0820534103,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,SI,NO,NO,NO,NO,NO,NO,_
202223,FIAA87207T,0480140006,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,SI,NO,NO,NO,NO,_
202223,RCEE83204D,0800550494,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,SOEE81302G,0140480002,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CSEE81002X,0780120064,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,PCEE819027,0330160018,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,TVEE818013,0260272306,SI,NO,NO,NO,NO,NO,NO,NO,VICINANZA STRADA PROVINCIALE DI COLLEGAMENTO FOLLINA-MIANE,SI,NO,NO,SI,NO,NO,NO,NO,VICINANZA STRADA PROVINCIALE DI COLLEGAMENTO FOLLINA-MIANE
202223,RMPC31000G,0580911378,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,SI,NO,_
202223,RMMM834014,0580911449,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,FIAA867014,0480110003,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,MTEE811064,0770010021,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,RMMM8B401D,0580911121,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,RAEE802019,0390140159,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,MOPS00401E,0360300326,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,FRAA843076,0600700989,SI,NO,NO,NO,NO,SI,NO,NO,_,SI,NO,NO,SI,NO,NO,NO,NO,_
202223,CAMM008008,0920091398,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,NUMM860052,0910260171,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,NUEE880025,0910460163,SI,NO,NO,NO,NO,NO,SI,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,FIRI023019,0480040017,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,BAMM89401G,0720010538,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,SI,SI,NO,NO,NO,NO,NO,_
202223,CZEE842016,0790710851,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,_
202223,CAAA89101R,0920800958,SI,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,CTMM8AC01C,0870151820,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,MIMM8BN026,0151851381,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,NASD04000B,0630830019,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,_
202223,UDEE83202P,0300110003,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,SI,NO,NO,NO,NO,NO,_
202223,PDEE859017,0280760859,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,_
202223,MEMM87401P,0830923660,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,_
