"CodComune";"Comune";"Provincia";"TipoIstituto";"CodiceScuola";"Denominazione";"CodiceIstituto";"DenominazioneIstituto";"Alunni";"Hand";"Classi";"Ciclo";"annoScolastico";"ComuneIstituto";"CodComuneIstituto"
"085007";"GELA";"CALTANISSETTA";;"CLEE831012";"DON LORENZO MILANI";"CLIC83100X";"DON LORENZO MILANI";"230";"10";"12";"Primario";"2021-2022";"GELA";"085007"
"085007";"GELA";"CALTANISSETTA";;"CLEE831023";"NICHOLAS GREEN";"CLIC83100X";"DON LORENZO MILANI";"204";"5";"10";"Primario";"2021-2022";"GELA";"085007"
"085007";"GELA";"CALTANISSETTA";;"CLEE83201T";"A. ALDISIO";"CLIC83200Q";"I. C. ETTORE ROMAGNOLI - GELA";"109";"5";"6";"Primario";"2021-2022";"GELA";"085007"
"082037";"GERACI SICULO";"PALERMO";;"PAEE84504L";"GERACI";"PAIC84500B";"I.C. GANGI - F. P. POLIZZANO";"45";"0";"3";"Primario";"2021-2022";"GANGI";"082036"
"082038";"GIARDINELLO";"PALERMO";;"PAEE862017";"I.C. MONTELEPRE-PL. GIARDINELLO";"PAIC862005";"I.C. MONTELEPRE-MANZONI";"123";"2";"7";"Primario";"2021-2022";"MONTELEPRE";"082050"
"083032";"GIARDINI-NAXOS";"MESSINA";;"MEEE83302E";"A. CACCIOLA - CENTRO";"MEIC83300B";"I.C. GIARDINI";"89";"4";"5";"Primario";"2021-2022";"GIARDINI-NAXOS";"083032"
"083032";"GIARDINI-NAXOS";"MESSINA";;"MEEE83303G";"G. GALILEI - CALCARONE";"MEIC83300B";"I.C. GIARDINI";"67";"4";"4";"Primario";"2021-2022";"GIARDINI-NAXOS";"083032"
"083032";"GIARDINI-NAXOS";"MESSINA";;"MEEE83304L";"C. COLLODI - PALLIO";"MEIC83300B";"I.C. GIARDINI";"70";"3";"4";"Primario";"2021-2022";"GIARDINI-NAXOS";"083032"
"083032";"GIARDINI-NAXOS";"MESSINA";;"MEEE83305N";"M. MONTESSORI - SCHISO'";"MEIC83300B";"I.C. GIARDINI";"97";"3";"6";"Primario";"2021-2022";"GIARDINI-NAXOS";"083032"
"088004";"GIARRATANA";"RAGUSA";;"RGEE80102G";"GIARRATANA CENTRALE";"RGIC80100C";"IST. COMP. LUIGI CAPUANA";"87";"2";"5";"Primario";"2021-2022";"GIARRATANA";"088004"
"087017";"GIARRE";"CATANIA";;"CTEE8A0067";"JUNGO";"CTIC8A000X";"III-STITUTO COMPRENSIVO GIARRE";"225";"11";"13";"Primario";"2021-2022";"GIARRE";"087017"
"087017";"GIARRE";"CATANIA";;"CTEE8AY01L";"COSENTINO";"CTIC8AY00E";"I.C.GIUSEPPE RUSSO";"58";"3";"4";"Primario";"2021-2022";"GIARRE";"087017"
"087017";"GIARRE";"CATANIA";;"CTEE8AY02N";"MICHELE FEDERICO SCIACCA";"CTIC8AY00E";"I.C.GIUSEPPE RUSSO";"158";"4";"7";"Primario";"2021-2022";"GIARRE";"087017"
"087017";"GIARRE";"CATANIA";;"CTEE8AY03P";"ANTONIO ROSMINI S.G.MONTEBELLO";"CTIC8AY00E";"I.C.GIUSEPPE RUSSO";"32";"1";"3";"Primario";"2021-2022";"GIARRE";"087017"
"087017";"GIARRE";"CATANIA";;"CTEE8AY04Q";"A. MANZONI";"CTIC8AY00E";"I.C.GIUSEPPE RUSSO";"151";"5";"8";"Primario";"2021-2022";"GIARRE";"087017"
"087017";"GIARRE";"CATANIA";;"CTEE8AY05R";"D. L. STURZO";"CTIC8AY00E";"I.C.GIUSEPPE RUSSO";"132";"6";"6";"Primario";"2021-2022";"GIARRE";"087017"
"087017";"GIARRE";"CATANIA";;"CTEE8AY06T";"SCUOLA PRIMARIA G.RODARI";"CTIC8AY00E";"I.C.GIUSEPPE RUSSO";"50";"4";"4";"Primario";"2021-2022";"GIARRE";"087017"
"087017";"GIARRE";"CATANIA";;"CTEE8AZ04G";"TREPUNTI";"CTIC8AZ00A";"II IST. COMPRENSIVO S.G.BOSCO";"96";"8";"5";"Primario";"2021-2022";"GIARRE";"087017"
"087017";"GIARRE";"CATANIA";;"CTEE8AZ05L";"M.ALESSI";"CTIC8AZ00A";"II IST. COMPRENSIVO S.G.BOSCO";"219";"15";"13";"Primario";"2021-2022";"GIARRE";"087017"
"087017";"GIARRE";"CATANIA";;"CTEE8AZ06N";"LAMBRUSCHINI";"CTIC8AZ00A";"II IST. COMPRENSIVO S.G.BOSCO";"74";"4";"5";"Primario";"2021-2022";"GIARRE";"087017"
"087017";"GIARRE";"CATANIA";;"CTEE8AZ07P";"SAN DOMENICO SAVIO";"CTIC8AZ00A";"II IST. COMPRENSIVO S.G.BOSCO";"95";"3";"5";"Primario";"2021-2022";"GIARRE";"087017"
"087017";"GIARRE";"CATANIA";;"CTEE8AZ08Q";"S.G.BOSCO";"CTIC8AZ00A";"II IST. COMPRENSIVO S.G.BOSCO";"185";"5";"9";"Primario";"2021-2022";"GIARRE";"087017"
"081010";"GIBELLINA";"TRAPANI";;"TPEE829024";"PLESSO SAN FRANCESCO";"TPIC829001";"I.C. G.GARIBALDI - G.PAOLO II";"144";"5";"9";"Primario";"2021-2022";"SALEMI";"081018"
"083033";"GIOIOSA MAREA";"MESSINA";;"MEEE844021";"PRIMARIA GIOIOSA M. CENTRO";"MEIC84400T";"ANNA RITA SIDOTI";"136";"4";"10";"Primario";"2021-2022";"GIOIOSA MAREA";"083033"
"083033";"GIOIOSA MAREA";"MESSINA";;"MEEE844054";"PRIMARIA FRAZ. S.GIORGIO";"MEIC84400T";"ANNA RITA SIDOTI";"69";"3";"5";"Primario";"2021-2022";"GIOIOSA MAREA";"083033"
"082039";"GIULIANA";"PALERMO";;"PAEE82303P";"GIULIANA";"PAIC82300E";"I.C. CHIUSA/SCLAFANI- G. REINA";"46";"5";"5";"Primario";"2021-2022";"CHIUSA SCLAFANI";"082029"
"082040";"GODRANO";"PALERMO";;"PAEE81703B";"PRIMARIA GARIBALDI";"PAIC817007";"I.C. BEATO DON PINO PUGLISI";"50";"1";"5";"Primario";"2021-2022";"VILLAFRATI";"082080"
"087018";"GRAMMICHELE";"CATANIA";;"CTEE8AJ02V";"PIANO IMMACOLATA";"CTIC8AJ00Q";"G.GALILEI - G.MAZZINI";"186";"13";"9";"Primario";"2021-2022";"GRAMMICHELE";"087018"
"087018";"GRAMMICHELE";"CATANIA";;"CTEE8AJ03X";"UGO LA MALFA";"CTIC8AJ00Q";"G.GALILEI - G.MAZZINI";"189";"17";"9";"Primario";"2021-2022";"GRAMMICHELE";"087018"
"087018";"GRAMMICHELE";"CATANIA";;"CTEE8AJ041";"PIANO CUGNI";"CTIC8AJ00Q";"G.GALILEI - G.MAZZINI";"206";"11";"10";"Primario";"2021-2022";"GRAMMICHELE";"087018"
"083034";"GRANITI";"MESSINA";;"MEEE835037";"GRANITI";"MEIC835003";"FRANCAVILLA SICILIA";"55";"3";"5";"Primario";"2021-2022";"FRANCAVILLA DI SICILIA";"083025"
"082041";"GRATTERI";"PALERMO";;"PAEE8AJ03C";"GRATTERI";"PAIC8AJ008";"I.C. CEFALU' - NICOLA BOTTA";"28";"2";"2";"Primario";"2021-2022";"CEFALU'";"082027"
"087019";"GRAVINA DI CATANIA";"CATANIA";;"CTEE828017";"G.TOMASI DI LAMPEDUSA";"CTIC828005";"IC G. TOMASI DI LAMPEDUSA";"506";"29";"26";"Primario";"2021-2022";"GRAVINA DI CATANIA";"087019"
"087019";"GRAVINA DI CATANIA";"CATANIA";;"CTEE8A4019";"CD RODARI GRAVINA";"CTIC8A4007";"I.C. G.RODARI -G.NOSENGO";"332";"27";"18";"Primario";"2021-2022";"GRAVINA DI CATANIA";"087019"
"087019";"GRAVINA DI CATANIA";"CATANIA";;"CTEE8BA01C";"SCUOLA PRIMARIA SEDE CENTRALE";"CTIC8BA00A";"I.C. GIOVANNI PAOLO II";"273";"19";"14";"Primario";"2021-2022";"GRAVINA DI CATANIA";"087019"
"087019";"GRAVINA DI CATANIA";"CATANIA";;"CTEE8BA02D";"PRIMARIA PLESSO VIA SAN PAOLO";"CTIC8BA00A";"I.C. GIOVANNI PAOLO II";"143";"6";"8";"Primario";"2021-2022";"GRAVINA DI CATANIA";"087019"
"084018";"GROTTE";"AGRIGENTO";;"AGEE83201D";"RONCALLI";"AGIC83200B";"IC - A. RONCALLI";"135";"5";"8";"Primario";"2021-2022";"GROTTE";"084018"
"084018";"GROTTE";"AGRIGENTO";;"AGEE83203G";"LEONARDO SCIASCIA";"AGIC83200B";"IC - A. RONCALLI";"83";"5";"5";"Primario";"2021-2022";"GROTTE";"084018"
"083035";"GUALTIERI SICAMINO'";"MESSINA";;"MEEE84205C";"GUALTIERI SICAMINO'";"MEIC842006";"PACE DEL MELA";"56";"6";"5";"Primario";"2021-2022";"PACE DEL MELA";"083064"
"082042";"ISNELLO";"PALERMO";;"PAEE8AH037";"ISNELLO";"PAIC8AH003";"I.C. CASTELBUONO-F.MINA'PALUMBO";"45";"6";"5";"Primario";"2021-2022";"CASTELBUONO";"082022"
"082043";"ISOLA DELLE FEMMINE";"PALERMO";;"PAEE834013";"I.C. ISOLA DELLE FEMMINE";"PAIC834001";"I.C. ISOLA DELLE FEMMINE-F.RISO";"316";"11";"18";"Primario";"2021-2022";"ISOLA DELLE FEMMINE";"082043"
"088005";"ISPICA";"RAGUSA";;"RGEE80701D";"SAN GIUSEPPE";"RGIC80700B";"LEONARDO DA VINCI";"212";"7";"10";"Primario";"2021-2022";"ISPICA";"088005"
"088005";"ISPICA";"RAGUSA";;"RGEE80702E";"S.ANTONIO";"RGIC80700B";"LEONARDO DA VINCI";"114";"4";"7";"Primario";"2021-2022";"ISPICA";"088005"
"088005";"ISPICA";"RAGUSA";;"RGEE83001E";"PADRE PIO DA PIETRELCINA";"RGIC83000C";"PADRE PIO DA PIETRELCINA";"161";"3";"9";"Primario";"2021-2022";"ISPICA";"088005"
"088005";"ISPICA";"RAGUSA";;"RGEE83003L";"ISPICA CENTRALE";"RGIC83000C";"PADRE PIO DA PIETRELCINA";"140";"0";"8";"Primario";"2021-2022";"ISPICA";"088005"
"083036";"ITALA";"MESSINA";;"MEEE83704X";"FRAZ. ITALA MARINA";"MEIC83700P";"ALI' TERME";"58";"2";"5";"Primario";"2021-2022";"ALI' TERME";"083003"
"084019";"JOPPOLO GIANCAXIO";"AGRIGENTO";;"AGEE805037";"GARIBALDI";"AGIC805003";"IC - G. GALILEI";"31";"1";"2";"Primario";"2021-2022";"RAFFADALI";"084030"
"084020";"LAMPEDUSA E LINOSA";"AGRIGENTO";;"AGEE81001L";"G. PASCOLI";"AGIC81000E";"IC - L. PIRANDELLO";"250";"16";"15";"Primario";"2021-2022";"LAMPEDUSA E LINOSA";"084020"
"084020";"LAMPEDUSA E LINOSA";"AGRIGENTO";;"AGEE81002N";"ISOLA LINOSA";"AGIC81000E";"IC - L. PIRANDELLO";"7";"0";"1";"Primario";"2021-2022";"LAMPEDUSA E LINOSA";"084020"
"082044";"LASCARI";"PALERMO";;"PAEE81002G";"M.TERESA DI CALCUTTA - LASCARI";"PAIC81000C";"I.C. CAMPOFELICE DI ROCCELLA";"152";"11";"10";"Primario";"2021-2022";"CAMPOFELICE DI ROCCELLA";"082017"
"083037";"LENI";"MESSINA";;"MEEE81804E";"LENI";"MEIC818009";"ISOLE EOLIE";"25";"2";"2";"Primario";"2021-2022";"LIPARI";"083041"
"089011";"LENTINI";"SIRACUSA";;"SREE83601A";"I I.C. V. VENETO LENTINI";"SRIC836008";"I I.C. V. VENETO LENTINI";"289";"19";"15";"Primario";"2021-2022";"LENTINI";"089011"
"089011";"LENTINI";"SIRACUSA";;"SREE838012";"I.C. R. DA LENTINI LENTINI";"SRIC83800X";"I.C. R. DA LENTINI -LENTINI";"139";"6";"8";"Primario";"2021-2022";"LENTINI";"089011"
"089011";"LENTINI";"SIRACUSA";;"SREE838023";"I.C. R. DA LENTINI LENTINI";"SRIC83800X";"I.C. R. DA LENTINI -LENTINI";"89";"7";"5";"Primario";"2021-2022";"LENTINI";"089011"
"089011";"LENTINI";"SIRACUSA";;"SREE852018";"IV I.C. G. MARCONI LENTINI";"SRIC852006";"IV I.C. G. MARCONI LENTINI";"276";"17";"15";"Primario";"2021-2022";"LENTINI";"089011"
"086011";"LEONFORTE";"ENNA";;"ENEE82202L";"N. VACCALLUZZO";"ENIC82200D";"DANTE ALIGHIERI";"286";"15";"18";"Primario";"2021-2022";"LEONFORTE";"086011"
"086011";"LEONFORTE";"ENNA";;"ENEE82203N";"BRANCIFORTI";"ENIC82200D";"DANTE ALIGHIERI";"138";"7";"9";"Primario";"2021-2022";"LEONFORTE";"086011"
"086011";"LEONFORTE";"ENNA";;"ENEE82204P";"LIARDO";"ENIC82200D";"DANTE ALIGHIERI";"158";"5";"10";"Primario";"2021-2022";"LEONFORTE";"086011"
"082045";"LERCARA FRIDDI";"PALERMO";;"PAEE81601D";"PAOLO BORSELLINO = LERCARA F.";"PAIC81600B";"I.C. ALFONSO GIORDANO";"133";"4";"8";"Primario";"2021-2022";"LERCARA FRIDDI";"082045"
"082045";"LERCARA FRIDDI";"PALERMO";;"PAEE81602E";"I.C. LERCARA F. - G.SARTORIO";"PAIC81600B";"I.C. ALFONSO GIORDANO";"115";"5";"7";"Primario";"2021-2022";"LERCARA FRIDDI";"082045"
"083038";"LETOJANNI";"MESSINA";;"MEEE886045";"LETOJANNI";"MEIC88600X";"N.1FOSCOLOTAORMINA";"90";"2";"5";"Primario";"2021-2022";"TAORMINA";"083097"
"083039";"LIBRIZZI";"MESSINA";;"MEEE878035";"LIBRIZZI";"MEIC878001";"RITA LEVI-MONTALCINI";"9";"0";"1";"Primario";"2021-2022";"SAN PIERO PATTI";"083081"
"083039";"LIBRIZZI";"MESSINA";;"MEEE878046";"FRAZ. ARANGERA";"MEIC878001";"RITA LEVI-MONTALCINI";"25";"0";"3";"Primario";"2021-2022";"SAN PIERO PATTI";"083081"
"084021";"LICATA";"AGRIGENTO";;"AGEE83303B";"DON LORENZO MILANI";"AGIC833007";"IC - GIACOMO LEOPARDI";"196";"7";"10";"Primario";"2021-2022";"LICATA";"084021"
"084021";"LICATA";"AGRIGENTO";;"AGEE83304C";"LEOPARDI";"AGIC833007";"IC - GIACOMO LEOPARDI";"296";"11";"15";"Primario";"2021-2022";"LICATA";"084021"
"084021";"LICATA";"AGRIGENTO";;"AGEE834015";"LIOTTA";"AGIC834003";"IC - G. MARCONI";"380";"18";"20";"Primario";"2021-2022";"LICATA";"084021"
"084021";"LICATA";"AGRIGENTO";;"AGEE848013";"FRANCESCO GIORGIO";"AGIC848001";"IC - FRANCESCO GIORGIO";"192";"6";"12";"Primario";"2021-2022";"LICATA";"084021"
"084021";"LICATA";"AGRIGENTO";;"AGEE848046";"BERSAGLIERE VINCENZO GRECO";"AGIC848001";"IC - FRANCESCO GIORGIO";"108";"7";"6";"Primario";"2021-2022";"LICATA";"084021"
"084021";"LICATA";"AGRIGENTO";;"AGEE848057";"PARLA";"AGIC848001";"IC - FRANCESCO GIORGIO";"126";"5";"8";"Primario";"2021-2022";"LICATA";"084021"
"084021";"LICATA";"AGRIGENTO";;"AGEE848068";"PERITORE GIUSEPPE ANGELO";"AGIC848001";"IC - FRANCESCO GIORGIO";"46";"7";"3";"Primario";"2021-2022";"LICATA";"084021"
"087020";"LICODIA EUBEA";"CATANIA";;"CTEE808045";"SCUOLA PRIMARIA E. FERMI";"CTIC80800X";"IC MAZZARRONE - LICODIA EUBEA";"118";"9";"8";"Primario";"2021-2022";"MAZZARRONE";"087056"
"083040";"LIMINA";"MESSINA";;"MEEE886078";"LIMINA";"MEIC88600X";"N.1FOSCOLOTAORMINA";"15";"0";"1";"Primario";"2021-2022";"TAORMINA";"083097"
"087021";"LINGUAGLOSSA";"CATANIA";;"CTEE83201V";"PIETRO SCUDERI";"CTIC83200R";"SANTO CALI'";"155";"2";"9";"Primario";"2021-2022";"LINGUAGLOSSA";"087021"
"087021";"LINGUAGLOSSA";"CATANIA";;"CTEE83202X";"P.SSA PIEMONTE";"CTIC83200R";"SANTO CALI'";"97";"3";"5";"Primario";"2021-2022";"LINGUAGLOSSA";"087021"
"083041";"LIPARI";"MESSINA";;"MEEE81701G";"FRAZ. QUATTROPANI";"MEIC81700D";"LIPARI";"11";"1";"1";"Primario";"2021-2022";"LIPARI";"083041"
"083041";"LIPARI";"MESSINA";;"MEEE81702L";"FRAZ. VULCANO PIANO";"MEIC81700D";"LIPARI";"41";"1";"4";"Primario";"2021-2022";"LIPARI";"083041"
"083041";"LIPARI";"MESSINA";;"MEEE81703N";"FRAZ. PIANOCONTE";"MEIC81700D";"LIPARI";"62";"2";"5";"Primario";"2021-2022";"LIPARI";"083041"
"083041";"LIPARI";"MESSINA";;"MEEE81704P";"FRAZ. CANNETO";"MEIC81700D";"LIPARI";"75";"2";"5";"Primario";"2021-2022";"LIPARI";"083041"
"083041";"LIPARI";"MESSINA";;"MEEE81801B";"LIPARI";"MEIC818009";"ISOLE EOLIE";"232";"10";"13";"Primario";"2021-2022";"LIPARI";"083041"
"083041";"LIPARI";"MESSINA";;"MEEE81806L";"FRAZ. FILICUDI - ISOLA DI FILIC";"MEIC818009";"ISOLE EOLIE";"9";"0";"1";"Primario";"2021-2022";"LIPARI";"083041"
"083041";"LIPARI";"MESSINA";;"MEEE81807N";"FRAZ. PANAREA";"MEIC818009";"ISOLE EOLIE";"12";"0";"1";"Primario";"2021-2022";"LIPARI";"083041"
"083041";"LIPARI";"MESSINA";;"MEEE81808P";"FRAZ. STROMBOLI";"MEIC818009";"ISOLE EOLIE";"26";"1";"2";"Primario";"2021-2022";"LIPARI";"083041"
"083041";"LIPARI";"MESSINA";;"MEEE81810T";"ALICUDI";"MEIC818009";"ISOLE EOLIE";"6";"0";"1";"Primario";"2021-2022";"LIPARI";"083041"
"083042";"LONGI";"MESSINA";;"MEEE84701B";"LONGI";"MEIC847009";"LONGI";"40";"0";"4";"Primario";"2021-2022";"LONGI";"083042"
"084022";"LUCCA SICULA";"AGRIGENTO";;"AGEE826027";"LUCCA SICULA";"AGIC826004";"IC - A.G. RONCALLI";"84";"1";"5";"Primario";"2021-2022";"BURGIO";"084005"
"087022";"MALETTO";"CATANIA";;"CTEE81201N";"SCUOLA PRIMARIA";"CTIC81200G";"G. GALILEI";"153";"9";"9";"Primario";"2021-2022";"MALETTO";"087022"
"083043";"MALFA";"MESSINA";;"MEEE81805G";"MALFA";"MEIC818009";"ISOLE EOLIE";"38";"0";"3";"Primario";"2021-2022";"LIPARI";"083041"
"083044";"MALVAGNA";"MESSINA";;"MEEE835048";"MALVAGNA";"MEIC835003";"FRANCAVILLA SICILIA";"6";"0";"1";"Primario";"2021-2022";"FRANCAVILLA DI SICILIA";"083025"
"083045";"MANDANICI";"MESSINA";;"MEEE83207X";"MANDANICI";"MEIC83200G";"I.C. ROCCALUMERA";"22";"0";"2";"Primario";"2021-2022";"ROCCALUMERA";"083072"
"087057";"MANIACE";"CATANIA";;"CTEE80602B";"IC C. LEVI MANIACE";"CTIC806008";"IC CARLO LEVI - MANIACE";"225";"9";"10";"Primario";"2021-2022";"MANIACE";"087057"
"085008";"MARIANOPOLI";"CALTANISSETTA";;"CLEE80404R";"GIOVANNI PASCOLI - MARIANOPOLI";"CLIC80400G";"VALLELUNGA PRAT. - MARIANOPOLI";"56";"3";"5";"Primario";"2021-2022";"VALLELUNGA PRATAMENO";"085021"
"082046";"MARINEO";"PALERMO";;"PAEE839027";"SAN CIRO";"PAIC839004";"I.C. MARINEO - BOLOGNETTA";"245";"10";"13";"Primario";"2021-2022";"MARINEO";"082046"
"082046";"MARINEO";"PALERMO";;"PAEE839038";"FRANCESCO BECCADELLI";"PAIC839004";"I.C. MARINEO - BOLOGNETTA";"48";"1";"3";"Primario";"2021-2022";"MARINEO";"082046"
"081011";"MARSALA";"TRAPANI";;"TPEE04601T";"PLESSO CAVOUR";"TPEE04600R";"II CIRCOLO - CAVOUR - MARSALA";"210";"2";"13";"Primario";"2021-2022";"MARSALA";"081011"
"081011";"MARSALA";"TRAPANI";;"TPEE04612A";"PLESSO G. VERDI";"TPEE04600R";"II CIRCOLO - CAVOUR - MARSALA";"225";"7";"13";"Primario";"2021-2022";"MARSALA";"081011"
"081011";"MARSALA";"TRAPANI";;"TPEE049019";"SCUOLA PRIMARIA MONTESSORI";"TPEE049008";"V? CIRCOLO STRASATTI NUOVO";"61";"2";"5";"Primario";"2021-2022";"MARSALA";"081011"
"081011";"MARSALA";"TRAPANI";;"TPEE04906E";"SC.PRIMARIA VENTRISCHI NOVI";"TPEE049008";"V? CIRCOLO STRASATTI NUOVO";"69";"2";"5";"Primario";"2021-2022";"MARSALA";"081011"
"081011";"MARSALA";"TRAPANI";;"TPEE04908L";"SC.PRIMARIA TERRENOVE BAMBINA";"TPEE049008";"V? CIRCOLO STRASATTI NUOVO";"137";"4";"9";"Primario";"2021-2022";"MARSALA";"081011"
"081011";"MARSALA";"TRAPANI";;"TPEE049162";"SC. PRIMARIA STRASATTI NUOVO";"TPEE049008";"V? CIRCOLO STRASATTI NUOVO";"152";"7";"9";"Primario";"2021-2022";"MARSALA";"081011"
"081011";"MARSALA";"TRAPANI";;"TPEE816011";"PLESSO PIANO OLIVERI MARSALA";"TPIC81600V";"I.C ALCIDE DE GASPERI MARSALA";"108";"6";"7";"Primario";"2021-2022";"MARSALA";"081011"
"081011";"MARSALA";"TRAPANI";;"TPEE816022";"PLESSO CUORE DI GESU' MARSALA";"TPIC81600V";"I.C ALCIDE DE GASPERI MARSALA";"96";"3";"6";"Primario";"2021-2022";"MARSALA";"081011"
"081011";"MARSALA";"TRAPANI";;"TPEE81701R";"PLESSO MAESTRO GIUSEPPE CAIMI";"TPIC81700P";"I.C. M.NUCCIO";"62";"8";"5";"Primario";"2021-2022";"MARSALA";"081011"
"081011";"MARSALA";"TRAPANI";;"TPEE81702T";"PLESSO CARDILLA";"TPIC81700P";"I.C. M.NUCCIO";"80";"2";"5";"Primario";"2021-2022";"MARSALA";"081011"
"081011";"MARSALA";"TRAPANI";;"TPEE81704X";"PLESSO G.COSENTINO";"TPIC81700P";"I.C. M.NUCCIO";"74";"12";"5";"Primario";"2021-2022";"MARSALA";"081011"
"081011";"MARSALA";"TRAPANI";;"TPEE817051";"PLESSO DIGERBATO";"TPIC81700P";"I.C. M.NUCCIO";"44";"1";"4";"Primario";"2021-2022";"MARSALA";"081011"
"081011";"MARSALA";"TRAPANI";;"TPEE817062";"PLESSO CAPUANA";"TPIC81700P";"I.C. M.NUCCIO";"37";"2";"3";"Primario";"2021-2022";"MARSALA";"081011"
"081011";"MARSALA";"TRAPANI";;"TPEE82001L";"UNDICI MAGGIO - PAOLINI";"TPIC82000E";"S. PELLEGRINO";"79";"7";"5";"Primario";"2021-2022";"MARSALA";"081011"
"081011";"MARSALA";"TRAPANI";;"TPEE82002N";"A.GABELLI S.FILIPPO E GIACOMO";"TPIC82000E";"S. PELLEGRINO";"117";"8";"7";"Primario";"2021-2022";"MARSALA";"081011"
"081011";"MARSALA";"TRAPANI";;"TPEE82003P";"CASAZZE";"TPIC82000E";"S. PELLEGRINO";"66";"7";"4";"Primario";"2021-2022";"MARSALA";"081011"
"081011";"MARSALA";"TRAPANI";;"TPEE82005R";"PLESSO BIRGI";"TPIC82000E";"S. PELLEGRINO";"27";"3";"3";"Primario";"2021-2022";"MARSALA";"081011"
"081011";"MARSALA";"TRAPANI";;"TPEE82006T";"PLESSO SAN MICHELE RIFUGIO";"TPIC82000E";"S. PELLEGRINO";"64";"3";"4";"Primario";"2021-2022";"MARSALA";"081011"
"081011";"MARSALA";"TRAPANI";;"TPEE82007V";"PLESSO VERGA";"TPIC82000E";"S. PELLEGRINO";"56";"3";"4";"Primario";"2021-2022";"MARSALA";"081011"
"081011";"MARSALA";"TRAPANI";;"TPEE82101C";"PRIMARIA M.BOSCHETTI ALBERTI";"TPIC82100A";"I.C. LUIGI STURZO - ASTA";"64";"5";"5";"Primario";"2021-2022";"MARSALA";"081011"
"081011";"MARSALA";"TRAPANI";;"TPEE82102D";"PRIMARIA G.MELI";"TPIC82100A";"I.C. LUIGI STURZO - ASTA";"79";"5";"5";"Primario";"2021-2022";"MARSALA";"081011"
"081011";"MARSALA";"TRAPANI";;"TPEE82103E";"PRIMARIA SAN CARLO";"TPIC82100A";"I.C. LUIGI STURZO - ASTA";"78";"5";"5";"Primario";"2021-2022";"MARSALA";"081011"
"081011";"MARSALA";"TRAPANI";;"TPEE82104G";"PRIMARIA MOZIA";"TPIC82100A";"I.C. LUIGI STURZO - ASTA";"69";"2";"5";"Primario";"2021-2022";"MARSALA";"081011"
"081011";"MARSALA";"TRAPANI";;"TPEE82105L";"PLESSO RADICE";"TPIC82100A";"I.C. LUIGI STURZO - ASTA";"198";"11";"11";"Primario";"2021-2022";"MARSALA";"081011"
"081011";"MARSALA";"TRAPANI";;"TPEE82106N";"PLESSO G.PPE E SALV. ASTA";"TPIC82100A";"I.C. LUIGI STURZO - ASTA";"135";"16";"8";"Primario";"2021-2022";"MARSALA";"081011"
"081011";"MARSALA";"TRAPANI";;"TPEE83901N";"PLESSO GIUSEPPE GARIBALDI";"TPIC83900G";"I.C. G.GARIBALDI - V.PIPITONE";"193";"7";"10";"Primario";"2021-2022";"MARSALA";"081011"
"081011";"MARSALA";"TRAPANI";;"TPEE83902P";"PLESSO G.PASCOLI";"TPIC83900G";"I.C. G.GARIBALDI - V.PIPITONE";"251";"8";"12";"Primario";"2021-2022";"MARSALA";"081011"
"081011";"MARSALA";"TRAPANI";;"TPEE83903Q";"PLESSO G.GARIBALDI I";"TPIC83900G";"I.C. G.GARIBALDI - V.PIPITONE";"82";"2";"4";"Primario";"2021-2022";"MARSALA";"081011"
"081011";"MARSALA";"TRAPANI";;"TPEE845011";"PLESSO GIUSEPPE SIRTORI";"TPIC84500V";"I.C. - SIRTORI MARSALA";"217";"11";"11";"Primario";"2021-2022";"MARSALA";"081011"
"081011";"MARSALA";"TRAPANI";;"TPEE845022";"PLESSO ELSA MORANTE MARSALA";"TPIC84500V";"I.C. - SIRTORI MARSALA";"66";"1";"5";"Primario";"2021-2022";"MARSALA";"081011"
"081011";"MARSALA";"TRAPANI";;"TPEE845033";"GIUDICE ROSARIO LIVATINO";"TPIC84500V";"I.C. - SIRTORI MARSALA";"82";"3";"5";"Primario";"2021-2022";"MARSALA";"081011"
"081011";"MARSALA";"TRAPANI";;"TPEE845044";"PLESSO PESTALOZZI MARSALA";"TPIC84500V";"I.C. - SIRTORI MARSALA";"99";"2";"5";"Primario";"2021-2022";"MARSALA";"081011"
"087023";"MASCALI";"CATANIA";;"CTEE8AK01N";"SCUOLA PRIMARIA PIAZZA DATE";"CTIC8AK00G";"I.C. MASCALI";"195";"8";"10";"Primario";"2021-2022";"MASCALI";"087023"
"087023";"MASCALI";"CATANIA";;"CTEE8AK02P";"CARRABBA";"CTIC8AK00G";"I.C. MASCALI";"54";"4";"3";"Primario";"2021-2022";"MASCALI";"087023"
"087023";"MASCALI";"CATANIA";;"CTEE8AK03Q";"FONDACHELLO";"CTIC8AK00G";"I.C. MASCALI";"74";"1";"5";"Primario";"2021-2022";"MASCALI";"087023"
"087023";"MASCALI";"CATANIA";;"CTEE8AK04R";"SCUOLA PRIMARIA NUNZIATA";"CTIC8AK00G";"I.C. MASCALI";"64";"3";"5";"Primario";"2021-2022";"MASCALI";"087023"
"087024";"MASCALUCIA";"CATANIA";;"CTEE83401E";"F. II DI SVEVIA VIA STRASBURGO";"CTIC83400C";"IC FEDERICO II DI SVEVIA";"271";"14";"16";"Primario";"2021-2022";"MASCALUCIA";"087024"
